product_name	allergens	countries_en	nutriscore_grade	energy-kcal_100g	fat_100g	saturated-fat_100g	carbohydrates_100g	sugars_100g	proteins_100g	level_1	level_2	level_3
Sloppy Joe Original Sauce		United States	c	55.0	0.0	0.0	10.94	7.81	1.56	condiments	sauces	groceries
 panko whole wheat bread crumbs		United States	a	357.0	3.57	0.0	67.86	0.0	10.71	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 homestyle, baked beans, with bacon & brown sugar		United States	b	108.0	0.77	0.0	21.54	9.23	4.62	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 no boil lasagna pasta, enriched macaroni product		United States	a	357.0	1.79	0.0	73.21	3.57	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 select, wide egg noogles		United States	a	368.0	3.51	0.88	68.42	3.51	15.79	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 select, kluski egg noodles		United States	a	368.0	3.51	0.88	68.42	3.51	15.79	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 instant mashed potatoes, roasted garlic		United States	unknown	348.0	0.0	0.0	78.26	4.35	8.7	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 potatoes, sour cream & chives		United States	c	321.0	1.79	0.0	75.0	3.57	7.14	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 true maple syrup		United States	d	333.0	0.0	0.0	88.33	88.33	0.0	sweeteners	syrups	simple-syrups
 essentially you, fruit & yogurt cereal, crispy rice & wheat flakes with oat & fruit clusters & yogurt-coated clusters		United States	c	375.0	3.12	0.0	84.38	31.25	6.25	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 tasteeos, toasted oat cereal		United States	b	357.0	5.36	0.0	75.0	3.57	10.71	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Authentic Italian Porcini & Truffle Cappellacci		United States	c	322.0	15.69	6.27	36.08	1.57	10.2	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 original english muffins		United States	a	228.0	1.75	0.0	43.86	1.75	8.77	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 gourmet molasses crinkle cookie dough		United States	e	395.0	11.84	5.26	68.42	36.84	5.26	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 gourmet red velvet cookie dough		United States	e	421.0	15.79	9.21	65.79	44.74	5.26	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 green-n-gold cookie dough, sugar	en:eggs	United States	e	421.0	18.42	6.58	57.89	28.95	5.26	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Steam N' Serve Edamame Shelled Soybeans		United States	a	147.0	6.67	0.67	10.67	2.67	10.67	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 select, creamy ricotta, romano, parmesan and asiago cheese, ravioli		United States	b	186.0	7.08	3.54	23.89	0.0	8.85	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 select, four cheese jumbo ravioli		United States	c	177.0	7.96	4.42	18.58	0.0	8.85	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 select, beef ravioli		United States	b	195.0	5.31	2.21	23.89	0.0	11.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 select, spinach ravioli		United States	b	177.0	5.31	3.1	24.78	0.0	8.85	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 bay leaves		United States	a	0.0	0.0	0.0	0.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Chives		United States	a	0.0	0.0	0.0	0.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
 pizza topper		United States	c	0.0	0.0	0.0	0.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Ancho Pepper		United States	b	0.0	0.0		0.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Poultry Seasoning		United States	b	0.0	0.0		0.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Sliced Hot Dog Enriched Buns		United States	b	256.0	2.33	0.0	46.51	4.65	6.98	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 presliced everything bagels	en:gluten,en:sesame-seeds	United States	b	253.0	2.11	0.0	52.63	6.32	9.47	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Nama Wakame Salted Seaweed		United States	unknown	62.0	0.0		10.0		5.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 Japanese Style Noodles		United States	e	443.0	19.95	8.87	57.63	5.17	8.13	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Musubi nori dried seaweed		United States	a	400.0	0.0	0.0	40.0	0.0	40.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 inarizushi-no-moto, seasoned fried bean curd		United States	d	227.0	10.23	0.0	20.45	18.18	11.36	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Kikkoman Manjo Aji-Mirin Sweet Cooking Rice Wine		United States	d	233.0	0.0		46.67	43.33	0.0	condiments	sauces	groceries
Bead Molasses		United States	d	286.0	0.0		76.19	71.43	0.0	sweeteners	syrups	simple-syrups
Saifun bean thread		United States	c	360.0	0.0	0.0	90.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 Azuki Red Beans		United States	a	346.0	1.92	0.0	59.62	7.69	21.15	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Mung beans		United States	a	353.0	0.98	0.0	62.75	3.92	23.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Brown rice quick cooking		United States	a	355.55555555556	2.2222222222222	0.0	77.777777777778	0.0	6.6666666666667	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 thai hot chili mayonnaise, hot & spicy, hot & spicy		United States	e	600.0	66.67	10.0	0.0	0.0	0.0	condiments	sauces	groceries
White Premium Roasted Sesame Seed		United States	b	0.0	0.0	6.67	0.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Premium rice musenmai premium medium grain white rice		United States	b	355.55555555556	0.0	0.0	80.0	0.0	6.6666666666667	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 Kuromame Amani Prepared Black Soy Beans		United States	a	200.0	0.0	1.05	36.84	0.0	13.68	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Potsticker gyoza dipping sauce	en:gluten,en:soybeans	United States	c	76.923076923077	0.0	0.0	7.6923076923077	0.0	0.0	condiments	sauces	groceries
 lotus root, carrots, bamboo shoots, burdock root, shiitake mushroom, mixed vegetables		United States	a	82.0	0.0	0.0	20.0	1.18	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Plum Sauce		United States	d	167.0	0.0		41.67	33.33	2.78	condiments	sauces	groceries
Tomoshiraga somen oriental style noodles	en:gluten	United States	d	345.0	1.82	0.36	72.73	0.0	9.09	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Malony Harusame Saifun Japanese Style Glass Noodle		United States	a	350.87719298246	0.0	0.0	87.719298245614	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Musenmai calrose rice		United States	a	355.55555555556	0.0	0.0	80.0	0.0	6.6666666666667	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 ltd., rice seasoning		United States	d	429.0	14.29	0.0	57.14	14.29	14.29	plant-based-foods-and-beverages	plant-based-foods	condiments
Premium Koshihikari Brown rice		United States	a	355.55555555556	3.3333333333333	0.0	75.555555555556	0.0	6.6666666666667	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 won ton wrappers		United States	b	279.0	1.64	0.0	59.02	0.0	8.2	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Pure Sesame Oil		United States	d	929.0	100.0	14.29	0.0		0.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Szechwan Chili Sauce		United States	unknown	200.0	10.0	0.0	20.0		0.0	condiments	sauces	groceries
Black roasted sesame seed		United States		0.0	0.0		0.0		0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
White premium roasted sesame seed		United States		0.0	0.0		0.0		0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
 udon, japanese style noodles with soup base, chicken		United States	c	122.0	0.49	0.2	26.34	0.49	3.41	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Udon noodles mushroom flavor		United States	a	141.46341463415	0.0	0.0	28.780487804878	0.97560975609756	4.8780487804878	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Myojo udon japanese style noodles with soup base		United States	c	121.95	0.49	0.2	25.85	0.98	3.9	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Barbeque Sauce		United States	e	189.0	0.0		43.24	37.84	0.0	condiments	sauces	groceries
Unsweetened dark sweet cherries		United States		64.0	0.0		15.71	12.86	0.71	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Grill Style Firesides Beans	en:mustard	United States	b	138.0	0.0	0.0	29.23	13.85	5.38	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Firesides Grill Style Beans	en:mustard	United States	b	146.0	0.0	0.0	31.54	15.38	5.38	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Potato classics in a savory sour cream sauce	en:gluten,en:milk	United States	c	357.0	1.79	0.0	75.0	0.0	7.14	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Unsweetened Berrymedley		United States	a	50.0	0.0	0.0	12.14	7.14	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Amish Style Enrich Egg Noodles		United States	a	382.0	4.55	0.91	70.91	3.64	14.55	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Wide Amish Style Enriched Egg Noodles		United States	a	382.0	4.55	0.91	70.91	3.64	14.55	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Amishstyle Enriched Egg Noodles		United States	a	382.0	4.55	0.91	70.91	3.64	14.55	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 premium juice concentrate, orange		United States	c	155.0	0.0		38.03	33.8	1.41	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Premium Juice Cocktail Frozen Concentrate		United States	d	205.0	0.0		50.68	50.68	1.37	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Elbow Macaroni Enrich Macaroni Product		United States	a	369.0	0.77	0.0	73.85	1.54	12.31	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Tomatoes Diced In Rich Juice		United States	a	20.0	0.0	0.0	4.76	3.17	0.79	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 petite-cut, tomatoes, diced with garlic, oregano & basil		United States	a	21.0	0.0	0.0	3.31	3.31	0.83	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Ready- cut tomatoes		United States	a	20.0	0.0	0.0	4.76	3.17	0.79	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 steam-its, california blend		United States	a	35.0	0.0	0.0	5.88	3.53	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Edward & sons sauces organic wheat free teriyaki sauce		United States	d	100.0	0.0	0.0	20.0	13.333333333333	0.0	condiments	sauces	groceries
Tabasco Garlic Pepper Sauce		United States	c	0.0	0.0		0.0		0.0	condiments	sauces	groceries
Tabasco Raspberry Chipotle		United States	d	200.0	0.0	0.0	3.0	2.0	0.0	condiments	sauces	groceries
South louisiana style spicy bar-b-que sauce	en:milk,en:mustard	United States	d	188.0	9.38	0.0	21.88	12.5	3.12	condiments	sauces	groceries
Honey And Oat Crunch With Almonds		United States	c	400.0	5.0	0.0	83.33	20.0	6.67	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Red medium enchilada sauce		United States	c	33.0	0.0	0.0	6.67	1.67	0.0	condiments	sauces	groceries
Jumbo Bagels	en:gluten	United States	a	263.0	1.52	0.0	54.55	5.05	9.09	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Down home bbq		United States	a	131.0	0.38	0.0	26.15	12.31	5.38	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 break'n bake, cookie dough, deluxe chocolate chunk		United States	e	447.0	18.42	9.21	63.16	39.47	5.26	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Sliced Stewed Tomatoes		United States	a	28.0	0.0	0.0	6.5	4.88	0.81	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Instant Boil-In-Bag White Rice		United States	b	352.0	0.0	0.0	79.63	0.0	7.41	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 thin crust pizza, original		United States	a	283.0	4.17	0.0	51.67	1.67	8.33	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 peach, almond & multigrain oatmeal, peach almond		United States	c	387.0	8.0	1.33	70.67	25.33	10.67	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 protein instant oatmeal, apple cinnamon		United States	c	372.0	4.65	0.0	62.79	20.93	23.26	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 Graham Cracker		United States	e	524.0	28.57	19.05	57.14	23.81	4.76	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Rich & thick syrup		United States	d	350.0	0.0	0.0	88.33	50.0	0.0	sweeteners	syrups	simple-syrups
 fruit rolls		United States	d	375.0	0.0	0.0	90.62	53.12	6.25	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Lightly frosted whole wheat cereal		United States	a	385.0	1.92	0.0	80.77	21.15	7.69	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 coco krunch sweetened rice cereal made with real cocoa		United States	e	406.0	6.25	0.0	84.38	37.5	6.25	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 dry honey roasted peanuts, salted		United States	d	571.0	42.86	5.36	28.57	14.29	21.43	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 calcium added orange juice		United States	c	200.0	0.0		45.0	40.0	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 crescent rolls, original		United States	e	357.0	21.43	8.93	39.29	7.14	3.57	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 grade a fancy chopped spinach		United States	a	36.0	0.0	0.0	3.61	1.2	2.41	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 break'n bake cookie dough, oatmeal cranberry walnut		United States	e	447.0	21.05	7.89	57.89	28.95	5.26	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Break'n bake cookie dough		United States	e	447.0	21.05	10.53	63.16	39.47	2.63	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 original diced tomato with green chilies		United States	b	17.0	0.0	0.0	3.31	2.48	0.83	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 casarecce corte	en:eggs	United States	a	357.0	1.79	0.0	75.0	1.79	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Bran Flakes Cereal		United States	c	379.0	1.72	0.0	82.76	17.24	10.34	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 silly stars sweetened oat cereal with colored marshmallow bits		United States	d	407.0	3.7	0.0	85.19	37.04	7.41	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 Red Clam Sauce, Italian Style		United States	b	58.0	2.08	0.0	5.83	0.83	4.17	condiments	sauces	groceries
 Szechuan Sauce		United States	d	167.0	0.0	0.0	40.0	26.67	0.0	condiments	sauces	groceries
General tso's sauce		United States	e	233.0	0.0	0.0	53.33	40.0	0.0	condiments	sauces	groceries
Silly stars sweetened oat cereal with real marshmallows		United States	d	407.0	3.7	0.0	85.19	37.04	7.41	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 egg & sage striped butternut squash	en:gluten,en:milk	United States	b	185.0	2.4	1.03	33.56	2.74	6.16	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 brazilian style		United States	d	194.0	5.56	0.0	33.33	27.78	0.0	condiments	sauces	groceries
Bang Bang Sauce	en:gluten,en:soybeans	United States	e	571.43	64.29	7.14	7.14	7.14	0.0	condiments	sauces	groceries
 med garlic sriracha		United States	d	47.0	0.0	0.0	9.38	6.25	0.0	condiments	sauces	groceries
 hot red chile tomatillo		United States	c	31.0	0.0	0.0	6.25	0.0	0.0	condiments	sauces	groceries
 med roasted chipotle		United States	c	31.0	0.0	0.0	6.25	3.12	0.0	condiments	sauces	groceries
 souvlaki		United States	d	333.0	33.33	0.0	6.67	0.0	0.0	condiments	sauces	groceries
Tzatziki Dressing		United States	d	433.33	46.67	3.33	3.33	3.33	0.0	condiments	sauces	groceries
 tequila lime habanero	en:gluten	United States		147.0	0.0		32.35	26.47	0.0	condiments	sauces	groceries
Sweet & Tangy Bourbon Bbq Sauce	en:gluten,en:mustard,en:soybeans	United States	d	147.05882352941	1.4705882352941	0.0	32.352941176471	29.411764705882	0.0	condiments	sauces	groceries
 roma & sun-dried tomato pasta sauce		United States	b	119.0	10.17	0.85	8.47	4.24	1.69	condiments	sauces	groceries
Onion Blossom Horseradish Dip		United States	e	483.0	51.72	8.62	10.34	3.45	0.0	condiments	sauces	groceries
 anna mae's smoky mustard, gourmet mustard		United States	d	357.0	28.57	0.0	14.29	0.0	0.0	condiments	sauces	groceries
Sweet & Spicy Bourbon Bbq Sauce		United States	d	167.0	0.0	0.0	40.0	26.67	0.0	condiments	sauces	groceries
A cooking connection selection nocino holiday glaze artisan recipe	en:nuts	United States	d	188.0	0.0	0.0	50.0	43.75	0.0	condiments	sauces	groceries
 Dessert Sauce, Vanilla Peach		United States	b	141.0	3.82	1.18	35.29	29.41	0.0	condiments	sauces	groceries
